OPPORTUNITY_ID,STAGE_NAME,LOST_REASON_C,CLOSED_LOST_NOTES_C,BUSINESS_ISSUE_C,HOW_DID_YOU_HEAR_ABOUT_US_C,CREATED_DATE,DEMO_HELD,DEMO_SET_DATE,DEMO_TIME,CLOSE_DATE,LAST_SALES_CALL_DATE_TIME,ACCOUNT_ID
006UV000002MwU2YAK,Closed Lost,No Demo Held,This is an additional location to Garden Pizza and Sub. Will add in time after success of other,,,2024-01-02 17:21:30.000,true,0024-01-02,2024-01-02 17:30:00.000,0024-01-09,2024-01-12 15:19:23.000,001UV000002dJRYYA2
006UV000002MmEXYA0,Closed Lost,Price,"Said he might be interested in May going into busy season, too slow right now",,,2024-01-02 15:35:35.000,true,0024-01-02,2024-01-03 17:30:00.000,0024-01-03,2024-01-03 18:18:12.000,001UV000002dAsnYAE
006UV000005L2VOYA0,Closed Lost,Price,,,,2024-03-14 20:13:09.000,true,0024-03-14,2024-03-18 20:00:00.000,0024-03-21,2024-03-19 14:49:32.000,001UV000006PKsxYAG
006UV000004IcPVYA0,Closed Lost,No Demo Held,,,,2024-02-17 20:56:09.000,false,0024-02-19,2024-02-19 15:00:00.000,0024-02-27,2024-03-26 16:20:54.000,001UV000004zEgYYAU
006UV000009eid3YAA,Interest,,,,,2024-07-10 17:37:23.000,false,,,0024-07-20,2024-07-10 17:34:32.000,001UV00000CWDuVYAX
006UV000007fAtqYAE,Closed Lost,POS Integration,#toastotter,,,2024-05-20 16:41:22.000,true,0024-05-20,2024-05-21 15:15:00.000,0024-05-30,2024-06-20 18:16:34.000,001UV000009hbf7YAA
006UV000007I2fFYAS,Closed Lost,No Demo Held,,,,2024-05-09 16:27:48.000,false,0024-05-09,2024-05-15 19:00:00.000,0024-05-23,2024-05-09 16:27:21.000,001UV000009BHWcYAO
006UV0000066feXYAQ,Closed Lost,Lost to Competitor,Replied to the text and said thank you for your time but my restaurant is good for now. Was being pushed by spoton for direct olo,,,2024-04-05 14:31:53.000,true,0024-04-05,2024-04-05 18:00:00.000,0024-04-11,2024-04-09 16:06:55.000,001UV000007TSxmYAG
006UV000005SRbtYAG,Closed Lost,Price,"our 5% fee to the customer is only advantageous for customer that use 3rd party apps. 95+% of our business is direct (phone or my current website). Charging a client a service fee to order on-line when they think it is my personal website is not acceptable for my business model. If I was in a larger market where 3rd party was a higher % I'd give it more though. Furthermore, I can dispatch my own doordash drivers through my website if needed, and I could pay someone a lot less than 500/month seo","unhappy with the current OLO experience their POS is offering. Paying 15% to DD but isn't seeing too much traffic coming in. Wants to start offering catering. Said this product is literally ""everything he wants to do""",,2024-03-18 14:45:28.000,true,0024-03-18,2024-03-21 16:00:00.000,0024-03-21,2024-03-21 16:01:06.000,001UV000006YRAPYA4
006UV000008ERwcYAG,Closed Lost,Lack of Urgency,"great fit, champion was bought in, but no dm present on the call",,,2024-05-29 15:22:05.000,false,,2024-05-29 15:00:00.000,0024-05-29,2024-05-29 15:21:14.000,001UV00000AFXVnYAP
006UV000008SQZFYA4,Closed Lost,No Demo Held,rescheduled for July 10th,,,2024-06-04 21:03:33.000,false,0024-06-04,2024-06-05 15:00:00.000,0024-06-11,2024-07-10 17:16:33.000,001UV00000AkXmPYAV
006UV000008o65dYAA,Closed Lost,No Decision / Non-Responsive,,,,2024-06-14 14:39:32.000,true,0024-06-14,2024-06-18 17:30:00.000,0024-07-02,2024-07-03 14:17:46.000,001UV00000BEpvcYAD
006UV000003pCTfYAM,Closed Lost,Price,couldn't get over the 5% to customer,,,2024-02-06 16:04:54.000,true,0024-02-06,2024-02-07 18:00:00.000,0024-02-08,2024-02-06 15:28:50.000,001UV000004N45WYAS
006UV000007D7xJYAS,Closed Lost,Other,,,,2024-05-07 18:34:05.000,false,0024-05-07,2024-05-09 20:00:00.000,0024-05-17,2024-05-07 18:22:24.000,001UV00000941YFYAY
006UV000007QfebYAC,Closed Lost,No Demo Held,,,,2024-05-13 22:05:25.000,false,,2024-05-15 20:00:00.000,0024-05-27,2024-05-31 17:00:38.000,001UV000009NdQ7YAK
006UV000006GOm5YAG,Closed Lost,No Demo Held,,,,2024-04-10 14:18:44.000,false,,,0024-04-24,2024-04-15 14:43:34.000,001UV000007hCl9YAE
006UV000004hAjPYAU,Closed Lost,No Demo Held,,,,2024-02-28 02:01:02.000,false,,2024-02-28 23:00:00.000,0024-03-13,2024-02-28 01:49:15.000,001UV000005VWFGYA4
006UV000004PCi1YAG,Closed Lost,No Demo Held,,,,2024-02-20 20:45:26.000,false,0024-02-20,2024-02-21 20:00:00.000,0024-03-13,2024-02-28 21:13:02.000,001UV0000057UUjYAM
006UV000002aeVdYAI,Closed Lost,Bad Fit,"more of a wedding venue and event space than a restaurant. He also has a marketing company that handles the site, all the event bookings and much more. he can't leave them",,,2024-01-08 15:21:48.000,true,0024-01-08,2024-01-08 20:00:00.000,0024-01-09,2023-08-28 15:06:59.000,001UV000002tQ2LYAU
006UV000007CkW5YAK,Closed Won,,,"2 locs, doing 20K a month per store in third party orders paying 15% commissions. Hates how website goes to Toast Tab for the OLO and wants to regain control of his online presence and online portion of his business. Loves how clean everything looks and the mobile app!",Facebook/IG,2024-05-07 16:37:06.000,true,,2024-05-07 22:00:00.000,0024-05-08,2024-05-07 22:02:02.000,001UV0000093bHBYAY
006UV000003pPsHYAU,Closed Lost,Lost to Competitor,About to launch their new Toast site and only paying 2% cc processing,,,2024-02-06 16:02:39.000,true,0024-02-06,2024-02-06 16:00:00.000,0024-02-06,2024-02-06 16:02:14.000,001UV000004NGg6YAG
006UV000003T97qYAC,Closed Lost,No Decision / Non-Responsive,,,,2024-01-29 23:59:23.000,true,0024-01-29,2024-02-01 00:00:00.000,0024-02-12,2024-02-06 20:33:16.000,001UV000003wvKNYAY
006UV000009ZdKfYAK,Demo Set,,,,,2024-07-08 17:51:40.000,false,0024-07-08,2024-07-10 17:00:00.000,0024-07-18,2024-07-10 21:00:06.000,001UV00000COtMDYA1
006UV000009e6cbYAA,Closed Won,,,"wants to increase website traffic and OLO
needs better SEO and a more modern page
needs to collect customer data and have a mobile app
needs owner!!!",Facebook/IG,2024-07-10 14:31:42.000,true,0024-07-10,2024-07-10 14:30:00.000,0024-07-10,2024-07-10 14:34:01.000,001UV00000CVFiFYAX
006UV000008Z7aHYAS,Closed Lost,No Demo Held,,,,2024-06-07 13:26:25.000,false,0024-06-07,2024-06-09 01:30:00.000,0024-06-17,2024-06-07 12:25:29.000,001UV00000AtS65YAF
006UV000008aRbNYAU,Closed Lost,Lack of Urgency,Ghosted,,,2024-06-07 20:49:09.000,true,0024-06-07,2024-06-07 20:45:00.000,0024-06-19,2024-06-20 15:27:07.000,001UV00000AvG3tYAF
006UV000008JxMLYA0,Closed Lost,Lack of Urgency,,,,2024-05-31 15:54:33.000,true,0024-05-31,2024-06-05 16:00:00.000,0024-06-25,2024-06-25 23:10:51.000,001UV00000AX8lrYAD
006UV000009FbYLYA0,Demo Set,,,,,2024-06-27 20:30:22.000,false,0024-06-27,2024-07-03 19:30:00.000,0024-07-10,2024-07-08 21:40:41.000,001UV00000Buc13YAB
006UV000008IHDtYAO,Closed Lost,No Demo Held,,,,2024-05-30 22:00:24.000,false,0024-05-30,2024-06-03 18:00:00.000,0024-06-17,2024-06-03 18:02:08.000,001UV00000AVRz3YAH
006UV000009bQsoYAE,Closed Lost,No Demo Held,restaurant is closed,,,2024-07-09 14:35:58.000,false,,2024-07-09 14:45:00.000,0024-07-09,2024-07-09 14:35:44.000,001UV00000CRjADYA1
006UV000009Zn5VYAS,Demo Set,,,,,2024-07-08 18:46:07.000,false,0024-07-08,2024-07-09 15:15:00.000,0024-07-18,2024-07-09 15:06:28.000,001UV00000COy0zYAD
006UV000008K3MvYAK,Interest,,,,,2024-05-31 16:27:53.000,false,,2023-10-04 20:30:00.000,0024-07-10,2024-06-28 15:38:57.000,001UV00000AXarlYAD
006UV000009aGU6YAM,Closed Won,,,"needs OLO on his website
needs better SEO
needs customer data
needs everything we offer",Facebook/IG,2024-07-08 21:41:30.000,true,0024-07-08,2024-07-12 18:15:00.000,0024-07-09,2024-07-09 20:11:54.000,001UV00000CPop8YAD
006UV000008OyMcYAK,Closed Lost,No Demo Held,,,,2024-06-03 17:21:33.000,false,0024-06-03,2024-06-05 16:00:00.000,0024-06-19,2024-06-24 18:19:07.000,001UV00000Aesn9YAB
006UV000009YyW6YAK,In Progress,,,,,2024-07-08 15:14:06.000,true,0024-07-08,2024-07-15 20:00:00.000,0024-07-18,2024-07-08 15:35:09.000,001UV00000COFwfYAH
006UV000008PhgHYAS,Closed Lost,No Demo Held,,,,2024-06-03 20:51:00.000,false,0024-06-03,2024-06-04 12:00:00.000,0024-06-15,2024-06-18 15:41:18.000,001UV00000Agh9GYAR
006UV000009Ab7aYAC,Closed Lost,Price,"just not that interested, allergic to actually setting next steps or follow up ""i'll email you if I want to move forward"" - sending follow up info but don't expect to hear back from him. Try to reengage down the road",,,2024-06-25 22:28:45.000,true,,2024-06-27 18:30:00.000,0024-06-27,2024-07-08 17:16:25.000,001UV00000BmoAgYAJ
006UV0000090igcYAA,Closed Lost,No Decision / Non-Responsive,"not a great fit to begin with but all calls going straight to VM, might have a spothopper contract. He's on the beach and it's a bar too, mostly in person business. I wouldn't bother chasing",,,2024-06-20 21:07:54.000,true,0024-06-20,2024-06-20 20:45:00.000,0024-06-26,2024-06-26 17:05:28.000,001UV00000BXxscYAD
006UV000007VMpqYAG,Closed Lost,No Demo Held,,,,2024-05-15 18:39:30.000,false,0024-05-15,2024-05-16 19:00:00.000,0024-06-13,2024-05-30 20:20:51.000,001UV000009UEmkYAG
006UV000003zBPpYAM,Closed Won,,,"Owns a domain, but none of the owners are very tech savy so they didn't know where to even begin when it came to offer OLO to their customers. Old and current owner are both in agreement that they can't keep living in the past and need to get with the times in order to offer services to make it easier for clients to order and come back more often. Also don't want to use 3p's because of the high cost of them but need to offer delivery somehow. Currently not doing any marketing, no loyalty points, no OLO, no website. Need a lot of help.",Media Outlet,2024-02-09 17:03:14.000,true,0024-02-09,2024-02-13 16:30:00.000,0024-02-13,2024-02-09 17:01:19.000,001UV000004ZpRyYAK
006UV000008WlLmYAK,Closed Won,,,"3rd party commissions, no direct OLO but was going to use WIX like he does at other stores but then Tyler called him and he was interested in what we have to offer. Loves the mobile app and SEO optimized website",Cold call,2024-06-06 16:36:19.000,true,,2024-06-06 18:30:00.000,0024-06-06,2024-06-06 15:33:43.000,001UV00000AqbXDYAZ
006UV000008IAIrYAO,Closed Won,,,"Just bought business 3 mo ago and trying to grow. Clover POS.
Just bought new website, but not performing great and not doing any marketing outside of basic social media.
Lots of areas we can really make a big difference.",Cold call,2024-05-30 21:00:35.000,true,0024-05-30,2024-05-31 18:00:00.000,0024-06-05,2024-06-05 19:41:03.000,001UV00000AVGU9YAP
006UV000007Q01xYAC,Closed Won,,,"Not showing up on Google search. Using a mix of OLO on their website such as CN, DD, UE and GH, pushing out to their website every single time. Has tried online marketing via clover POS but couldn't figure out how to work it. No loyalty at the moment. Using Wix Direct OLO which is the solution driving the most amount of sales ATM, meaning thye are wasting a bunch of money on 3p options atm.",Media Outlet,2024-05-13 18:09:55.000,true,,2024-05-13 20:00:00.000,0024-05-14,2024-05-14 20:31:14.000,001UV000009MlMTYA0
006UV000007iqjeYAA,Closed Won,,,Currently using Menufy but hasn't seen much growth and pretty done with them. When we looked at his web traffic he's leaving a lot of sales on the table. Also spending $500 per month on FB ads but can't seem to get the customers to stick without loyalty or an app.,Facebook/IG,2024-05-21 23:47:37.000,true,,2024-05-22 18:30:00.000,0024-05-22,2024-05-22 18:16:39.000,001UV000009mo8kYAA
006UV000004jNiwYAE,Closed Won,,,60% of sales are through 3ps and paying 30%. Really needs to convert these 3p customers to direct and increase direct orders. Not happy with current website/olo experience. Needs more visibility on google. Needs marketing and loves mobile app.,Facebook/IG,2024-02-28 21:21:43.000,true,0024-02-28,2024-02-28 22:00:00.000,0024-02-28,2024-02-28 22:03:18.000,0014x00000GLRQwAAP
006UV0000066UxfYAE,Closed Won,,,"Losing 30% to 3Ps. Basic website that redirects to Slice, getting most orders there. Wants better marketing and online presence. Has great reviews and good SEO, but wants to convert more people to direct sales and bring them back more frequently.",Facebook/IG,2024-04-05 13:49:31.000,true,0024-04-05,2024-04-05 13:45:00.000,0024-04-05,2024-04-05 13:41:34.000,001UV000007TLeYYAW
006UV000008KJukYAG,Closed Won,,,"hates paying high % to 3ps
needs a better website with better OLO
mobile app and customer marketing a big deal",Facebook/IG,2024-05-31 18:18:35.000,true,,2024-05-31 23:15:00.000,0024-05-31,2024-06-10 20:30:14.000,001UV00000AXtCuYAL
006UV000005m1JtYAI,Closed Won,,,"Currently doing $4,700 a month in Toast OLO on website and wants to increase it and get a mobile app. Paying 30% commissions to Grubhub and third parties spending 3-4K in commissions a month.",Facebook/IG,2024-03-26 17:56:20.000,true,0024-03-26,2024-03-26 18:00:00.000,0024-03-26,2024-03-26 15:52:37.000,001UV000006yZQtYAM
006UV000007CuqPYAS,Closed Won,,,"High commission of costs on 3ps of 25-30%, website pulling to DD storefront, not appearing in search results, no app",Media Outlet,2024-05-07 17:33:26.000,true,0024-05-07,2024-05-07 18:30:00.000,0024-05-07,2023-12-08 16:03:39.000,001UV0000093iDwYAI
006UV000007Y2GIYA0,Closed Won,,,Using beyond menu for direct OLO 10k/month. 3p's last month were 70k (he had some promotions running last month on those apps) Loves the app and all in one solution. Great fit,Cold call,2024-05-16 18:42:18.000,true,0024-05-16,2024-05-19 13:00:00.000,0024-05-19,2024-05-16 18:47:02.000,001UV000009Y3G3YAK
006UV000002N3aMYAS,Closed Won,,,"Currently doing no deliveries at all because they don't want to deal with the 3p's. Need a lot of help with Google Ranking, is competing with another business with a similar name and SEO needs to be absolutely top. Outdated website made on wix converting very low, giving no option for delivery.",Media Outlet,2024-01-02 17:18:48.000,true,,2024-01-02 23:30:00.000,0024-01-02,2024-01-02 21:34:17.000,001UV000002dPgbYAE
006UV000008R2dpYAC,Closed Won,,,"Needs a website revamp and direct olo. Paying 22% comm fees w DD and UE, needs to save. No marketing or mobile app.",Facebook/IG,2024-06-04 13:36:24.000,true,,2024-06-04 13:30:00.000,0024-06-04,2024-06-04 13:33:15.000,001UV00000AiUJDYA3
006UV000003quPNYAY,Closed Won,,,"Commissions to DD! Menufy OLO is not nearly as nice as ours. No loyalty program, no mobile app. Loves the way our pizza ordering works! MOBILE APP huge! SEO and email/text marketing",Cold call,2024-02-06 23:46:53.000,true,,2024-02-13 22:00:00.000,0024-02-13,2024-02-13 22:05:36.000,001UV000004PDHXYA4
006UV000009c5MTYAY,Closed Won,,,"Not ranking well even though most popular deli around town with 1,400 reviews and 4.4 on google! Commissions on the 3rd parties, doing well direct with Toast and majority comes direct so looking to increase it with our conversion rates and SEO optimized site!",Restaurant Referral,2024-07-09 17:20:56.000,true,0024-07-09,2024-07-10 14:00:00.000,0024-07-10,2024-07-10 22:01:56.000,001UV00000CSVtBYAX
006UV000003zTPxYAM,Closed Won,,,"This is an old UE/PM partner of mine that is doing over 50k monthly on 3ps paying out 144k annually to them, website is just Square OLO, OLO brings very limited amount of sales, no app, no marketing and not appearing in top searches",Cold call,2024-02-09 18:35:29.000,true,0024-02-09,2024-02-09 18:50:00.000,0024-02-09,,001UV000004a95jYAA
006UV000009eXjFYAU,In Progress,,,,,2024-07-10 16:37:56.000,true,0024-07-10,2024-07-11 18:00:00.000,0024-07-20,2024-07-10 20:04:57.000,001UV00000CW46PYAT
006UV000008ULf8YAG,Closed Lost,Lost to Competitor,Still have 6 mo on slice website contract so they can't do anything until that's up. Building them another website is of course not possible for performance purposes so we'll revisit in 6 mo.,,,2024-06-05 17:15:34.000,true,0024-06-05,2024-06-10 16:30:00.000,0024-06-26,2024-06-26 16:56:34.000,001UV00000AmuVEYAZ
006UV000009ZD5FYAW,Demo Set,,,,,2024-07-08 15:30:16.000,false,0024-07-08,2024-07-12 15:30:00.000,0024-07-18,2024-07-08 15:29:25.000,001UV00000COJdhYAH
006UV000008SHHRYA4,Closed Won,,,Doesn't have a website and is taking over the business from a family member. Saw us on YT and then after looking at Talkin Tacos' site he decided to reach out to us. Paying $2500 a month to DD. Doing some light remodeling and wants this new site and mobile app to go with his growth goals for the restaurant.,Youtube,2024-06-04 20:15:25.000,true,0024-06-04,2024-06-04 20:15:00.000,0024-06-04,2024-06-04 20:11:36.000,001UV00000AkDB1YAN
006UV000008R9tpYAC,Closed Won,,,"Losing 25% to DD, over $1k/month in fees. Very basic website with Touchbistro as olo. Spend $700-800/month in Google ads. Do some social media marketing and have bad SEO. Want to attract more people to order directly from them. Loved app.",Facebook/IG,2024-06-04 14:14:28.000,true,,2024-06-04 15:00:00.000,0024-06-13,2024-06-13 20:07:21.000,001UV00000Ain8vYAB
006UV000008OukQYAS,Closed Won,,,"Menufy terrible site now, wants Mobile app! Third party commissions.",Cold call,2024-06-03 17:25:32.000,true,0024-06-03,2024-06-03 17:00:00.000,0024-06-04,2024-06-04 17:38:23.000,001UV00000AesiJYAR
006UV000009JSY5YAO,Closed Won,,,"Very driven resto owner, wanting to creat strong brand online. Really pushing to level up his online presence, tried by hiring an SEO company for $300/mo. Uses menufy as his website, and not happy with the ""template"" look.",Facebook/IG,2024-06-29 18:43:09.000,true,0024-06-29,2024-06-29 19:00:00.000,0024-06-29,2024-06-29 18:35:58.000,001UV00000C0B7qYAF
006UV00000981OMYAY,Closed Won,,,"No olo, no way of doing delivery right now. Recently moved from another location where she used to use 3Ps but hasn't since. Pays $40 for loyalty with Square that isn't bringing her any additional revenue. Wants everything in-house rather than third party",Facebook/IG,2024-06-24 21:10:30.000,true,,2024-06-24 20:00:00.000,0024-06-24,2024-06-24 21:15:46.000,001UV00000BiuTGYAZ
